 Mortalidade - Brasil
Óbitos p/Ocorrênc por Município e Ano do Óbito
Causa - CID-BR-10: . 104 Acidentes de transporte
Período:2010-2019
"Município";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"Total"
"421020 Major Gercino";-;1;-;-;-;1;-;-;-;-;2
"421030 Major Vieira";2;1;1;4;2;-;1;-;-;1;12
"421040 Maracajá";-;-;-;1;-;1;1;2;4;3;12
"421050 Maravilha";15;8;11;4;3;5;9;4;8;6;73
"421055 Marema";-;-;1;1;2;-;-;-;-;-;4
"421060 Massaranduba";8;9;6;6;4;3;4;7;2;3;52
"421080 Meleiro";1;1;4;6;4;3;-;2;2;1;24
"421085 Mirim Doce";-;-;-;-;-;-;-;1;-;-;1
"421090 Modelo";1;1;2;3;-;4;2;-;1;-;14
"421100 Mondaí";3;2;1;6;1;2;1;4;3;1;24
"421105 Monte Carlo";1;-;3;4;3;-;-;1;1;4;17
"421110 Monte Castelo";-;9;6;5;7;2;4;2;4;4;43
"421120 Morro da Fumaça";1;3;1;4;7;3;2;2;6;2;31
"421125 Morro Grande";-;2;1;-;1;-;-;4;-;2;10
"421130 Navegantes";7;27;15;22;19;10;8;17;16;15;156
"421140 Nova Erechim";3;-;5;2;7;1;2;2;8;3;33
"421145 Nova Itaberaba";-;1;-;1;2;1;-;2;-;2;9
"421150 Nova Trento";2;4;3;3;1;2;5;11;4;3;38
"421160 Nova Veneza";1;5;1;2;1;4;4;3;2;1;24
"421165 Novo Horizonte";-;-;-;1;-;1;1;-;-;-;3
"421170 Orleans";3;6;4;2;2;3;5;4;6;1;36
"421175 Otacílio Costa";1;-;6;4;2;1;1;1;1;5;22
"421180 Ouro";-;1;-;2;3;3;-;-;-;1;10
"421185 Ouro Verde";-;-;-;-;-;-;-;1;-;-;1
"421187 Paial";-;1;-;-;-;1;-;1;-;-;3
"421189 Painel";1;-;4;1;1;2;2;3;-;3;17
"421190 Palhoça";10;23;27;30;19;19;14;10;13;20;185
"421200 Palma Sola";3;-;-;1;7;1;-;1;1;-;14
"421205 Palmeira";1;-;-;-;1;1;3;-;1;-;7
"421210 Palmitos";5;-;-;1;2;4;4;2;1;-;19
"421220 Papanduva";7;7;14;3;2;6;2;3;2;3;49
"421223 Paraíso";-;-;1;1;-;-;1;-;-;-;3
"421225 Passo de Torres";-;1;1;1;2;1;1;1;1;1;10
"421227 Passos Maia";-;1;-;-;-;-;-;-;-;-;1
"421230 Paulo Lopes";12;8;3;5;4;6;-;1;-;3;42
"421240 Pedras Grandes";-;1;-;1;-;-;-;1;-;1;4
"421250 Penha";3;4;4;6;6;7;4;9;3;7;53
"421260 Peritiba";1;1;-;1;-;-;1;-;-;-;4
"421265 Pescaria Brava";-;-;-;5;2;1;1;1;1;3;14
"421270 Petrolândia";-;-;-;2;1;2;1;-;-;2;8
"421290 Pinhalzinho";9;2;3;2;6;5;3;5;9;12;56
"421300 Pinheiro Preto";-;1;-;1;-;-;1;-;-;-;3
"421310 Piratuba";2;-;-;1;-;-;1;-;-;-;4
"421315 Planalto Alegre";1;1;-;2;-;2;-;1;-;2;9
"421320 Pomerode";8;7;9;8;3;8;9;4;6;5;67
"421330 Ponte Alta";5;5;6;2;4;3;4;5;4;1;39
"421335 Ponte Alta do Norte";2;2;2;4;2;-;-;-;1;-;13
"421340 Ponte Serrada";7;11;6;6;10;16;7;1;8;9;81
"421350 Porto Belo";2;5;4;7;4;1;3;1;2;7;36
"421360 Porto União";9;7;10;8;7;7;9;8;9;5;79
"421370 Pouso Redondo";18;8;8;4;22;24;8;10;11;15;128
"421380 Praia Grande";1;1;2;1;1;-;-;-;2;-;8
"421400 Presidente Getúlio";2;1;4;2;2;4;-;1;4;2;22
"421410 Presidente Nereu";-;-;1;-;-;-;-;1;-;-;2
"421420 Quilombo";2;3;-;4;2;1;2;1;3;-;18
"421430 Rancho Queimado";5;8;4;6;6;3;2;4;9;7;54
"421440 Rio das Antas";1;-;2;2;1;3;1;1;1;1;13
"421450 Rio do Campo";1;1;2;2;-;4;1;4;1;1;17
"421460 Rio do Oeste";-;-;2;-;1;2;-;1;-;-;6
"421480 Rio do Sul";48;63;42;33;41;33;39;32;26;34;391
"421470 Rio dos Cedros";1;1;2;2;1;-;-;-;2;1;10
"421490 Rio Fortuna";2;-;-;2;-;-;1;-;-;-;5
"421500 Rio Negrinho";4;3;9;9;3;12;6;10;7;8;71
"421505 Rio Rufino";-;-;-;-;-;-;1;-;1;-;2
"421507 Riqueza";-;1;-;-;-;-;-;-;1;-;2
"421510 Rodeio";9;6;4;2;7;1;4;5;3;5;46
"421520 Romelândia";-;1;1;1;-;1;1;-;1;1;7
"421530 Salete";3;-;3;3;1;1;-;1;-;-;12
"421535 Saltinho";2;-;-;-;1;-;1;-;1;-;5
"421540 Salto Veloso";1;-;1;-;-;2;-;-;-;-;4
"421545 Sangão";5;6;11;4;-;6;2;-;5;3;42
"421550 Santa Cecília";10;11;10;2;5;6;4;2;9;7;66
"421555 Santa Helena";-;-;-;-;-;-;-;-;-;1;1
"421560 Santa Rosa de Lima";-;-;1;-;-;-;1;-;-;-;2
"421565 Santa Rosa do Sul";-;-;1;1;3;1;2;2;1;3;14
"421567 Santa Terezinha";1;-;1;-;1;2;1;-;-;1;7
"421568 Santa Terezinha do Progresso";-;-;-;1;-;2;-;-;-;-;3
"421569 Santiago do Sul";-;-;-;-;1;-;-;-;-;-;1
"421570 Santo Amaro da Imperatriz";2;8;11;6;1;2;4;6;2;6;48
"421580 São Bento do Sul";16;16;16;13;21;11;10;7;9;17;136
"421575 São Bernardino";-;-;-;1;1;1;-;-;-;-;3
"421590 São Bonifácio";-;-;3;-;1;2;-;-;1;-;7
"421600 São Carlos";2;-;1;1;2;2;2;2;-;1;13
"421605 São Cristovão do Sul";7;8;6;8;6;7;1;1;4;2;50
"421610 São Domingos";1;2;1;1;1;2;-;1;1;-;10
"421620 São Francisco do Sul";8;3;12;12;10;8;8;6;4;8;79
"421630 São João Batista";15;4;6;7;8;4;6;4;6;5;65
"421635 São João do Itaperiú";2;2;4;-;-;1;-;3;2;-;14
"421625 São João do Oeste";2;1;1;-;-;-;-;-;1;4;9
"421640 São João do Sul";2;-;1;3;3;2;-;-;1;1;13
"421650 São Joaquim";4;-;9;1;4;3;3;3;5;4;36
"421660 São José";82;67;72;58;68;68;60;63;56;53;647
"421670 São José do Cedro";-;3;4;4;4;-;2;2;2;-;21
"421680 São José do Cerrito";9;2;4;8;1;3;5;7;-;7;46
"421690 São Lourenço do Oeste";3;5;6;4;3;4;3;5;1;-;34
"421700 São Ludgero";2;4;2;-;3;2;-;-;1;4;18
"421710 São Martinho";1;-;-;-;-;1;1;-;-;-;3
"421715 São Miguel da Boa Vista";-;-;-;1;-;-;-;-;1;-;2
"421720 São Miguel do Oeste";9;16;22;22;20;24;25;17;11;11;177
"421725 São Pedro de Alcântara";-;-;-;-;-;-;2;-;-;-;2
"421730 Saudades";2;1;2;-;4;1;1;2;2;2;17
"421740 Schroeder";-;-;-;1;-;1;-;-;-;1;3
"421750 Seara";1;5;7;2;3;5;1;3;-;2;29
"421755 Serra Alta";-;1;-;1;-;2;-;1;-;-;5
"421760 Siderópolis";1;2;2;2;1;2;2;4;1;-;17
"421770 Sombrio";16;4;7;3;4;5;3;3;6;5;56
"421780 Taió";4;2;1;3;2;2;4;1;3;4;26
"421790 Tangará";4;2;3;2;-;1;2;-;-;1;15
"421795 Tigrinhos";-;-;-;-;1;-;-;-;-;-;1
"421800 Tijucas";11;12;14;9;9;6;6;6;9;14;96
"421810 Timbé do Sul";1;-;-;-;4;1;-;1;-;1;8
"421820 Timbó";8;11;7;15;15;11;8;10;8;12;105
"421825 Timbó Grande";1;2;1;4;-;1;-;4;2;1;16
"421830 Três Barras";3;4;4;5;4;-;-;2;6;-;28
"421835 Treviso";-;-;-;-;-;1;-;3;-;1;5
"421840 Treze de Maio";1;1;2;-;2;-;1;-;2;-;9
"421850 Treze Tílias";2;5;4;-;1;-;-;2;2;2;18
"421860 Trombudo Central";5;11;8;3;10;5;5;3;7;4;61
"421870 Tubarão";64;59;63;48;41;34;50;39;41;38;477
"421875 Tunápolis";-;1;-;1;2;2;-;1;-;-;7
"421880 Turvo";1;3;1;-;5;5;1;5;3;1;25
"421885 União do Oeste";-;-;-;-;-;1;1;-;-;-;2
"421890 Urubici";2;2;3;3;2;3;1;5;2;4;27
"421900 Urussanga";3;9;4;6;7;4;5;4;4;4;50
"421910 Vargeão";1;2;3;1;2;3;1;-;1;3;17
"421915 Vargem";2;1;1;1;2;-;1;-;6;3;17
"421917 Vargem Bonita";1;10;8;1;2;5;3;9;1;2;42
"421920 Vidal Ramos";-;3;-;-;4;-;1;-;1;-;9
"421930 Videira";8;8;7;6;15;16;15;6;15;20;116
"421935 Vitor Meireles";1;-;-;-;-;-;-;-;1;-;2
"421940 Witmarsum";1;-;-;1;1;2;2;-;-;5;12
"421950 Xanxerê";14;9;19;12;11;8;22;18;11;23;147
"421960 Xavantina";1;1;-;-;1;2;3;-;1;-;9
"421970 Xaxim";5;2;4;9;11;7;7;7;3;2;57
"421985 Zortéa";-;-;1;-;1;-;-;1;-;-;3
"430003 Aceguá";-;-;1;-;-;1;3;1;1;-;7
"430010 Agudo";5;4;6;1;2;4;2;2;1;5;32
"430020 Ajuricaba";1;1;-;6;1;1;3;-;1;-;14
"430030 Alecrim";-;-;-;2;1;-;-;1;-;-;4
"430040 Alegrete";8;13;7;11;6;10;8;10;7;10;90
"430047 Almirante Tamandaré do Sul";-;-;4;1;-;1;-;5;1;3;15
"430050 Alpestre";1;-;-;1;-;1;2;3;1;-;9
"430055 Alto Alegre";-;-;-;-;1;-;1;-;2;-;4
"430057 Alto Feliz";-;-;1;-;-;-;-;-;-;-;1
"430060 Alvorada";6;10;7;12;8;9;6;12;6;4;80
"430063 Amaral Ferrador";-;-;1;2;-;-;2;1;-;-;6
"430064 Ametista do Sul";1;2;1;-;2;-;2;1;-;1;10
"430066 André da Rocha";-;-;-;-;1;-;-;-;-;-;1
"430070 Anta Gorda";2;-;-;1;1;1;1;1;2;1;10
"430080 Antônio Prado";3;1;3;10;4;2;2;5;6;5;41
"430085 Arambaré";-;1;-;1;2;-;-;-;-;-;4
"430087 Araricá";-;1;1;1;1;1;1;1;1;-;8
"430090 Aratiba";-;-;1;1;-;1;1;1;2;1;8
"430100 Arroio do Meio";2;4;1;2;6;-;2;4;6;6;33
"430107 Arroio do Padre";-;-;-;-;-;1;-;-;1;-;2
"430105 Arroio do Sal";3;2;1;2;-;2;-;-;1;2;13
"430120 Arroio do Tigre";3;3;1;6;8;4;1;1;2;-;29
"430110 Arroio dos Ratos";5;4;-;2;2;2;3;3;2;-;23
"430130 Arroio Grande";3;1;3;3;3;-;1;4;3;-;21
"430140 Arvorezinha";1;2;2;1;2;1;-;3;4;3;19
"430150 Augusto Pestana";1;2;3;4;-;3;2;2;-;-;17
"430155 Áurea";1;-;2;-;-;-;-;1;-;4;8
"430160 Bagé";22;13;16;13;13;3;7;17;12;13;129
"430163 Balneário Pinhal";1;2;-;5;1;2;3;-;1;2;17
"430165 Barão";1;2;-;-;1;-;2;2;1;1;10
"430170 Barão de Cotegipe";-;1;-;-;-;3;1;1;-;-;6
"430175 Barão do Triunfo";1;-;-;1;-;-;1;-;1;1;5
"430185 Barra do Guarita";-;1;1;-;1;-;-;-;1;-;4
"430187 Barra do Quaraí";-;-;-;-;-;-;-;-;-;1;1
"430190 Barra do Ribeiro";1;9;5;1;3;6;3;5;5;8;46
"430195 Barra Funda";-;-;-;-;1;-;1;1;2;-;5
"430180 Barracão";4;1;1;2;3;-;-;1;3;3;18
"430200 Barros Cassal";1;2;6;4;3;1;1;-;4;2;24
"430205 Benjamin Constant do Sul";-;-;-;1;-;-;1;1;-;1;4
"430210 Bento Gonçalves";32;22;24;24;16;12;19;20;10;12;191
"430215 Boa Vista das Missões";1;-;2;5;-;1;5;4;14;-;32
"430220 Boa Vista do Buricá";1;2;1;1;1;1;-;1;1;4;13
"430222 Boa Vista do Cadeado";-;-;-;-;-;1;-;-;-;-;1
"430223 Boa Vista do Incra";-;2;-;-;1;-;-;-;-;1;4
"430225 Boa Vista do Sul";2;-;2;-;2;1;1;1;-;1;10
"430230 Bom Jesus";2;-;2;1;-;-;-;3;5;1;14
"430235 Bom Princípio";5;-;3;4;2;1;4;2;2;8;31
"430237 Bom Progresso";-;-;-;-;3;-;-;2;2;1;8
"430240 Bom Retiro do Sul";-;-;1;1;2;3;-;1;3;1;12
"430245 Boqueirão do Leão";1;1;1;-;1;2;1;2;1;-;10
"430250 Bossoroca";2;1;1;2;-;1;1;2;-;3;13
"430258 Bozano";4;5;-;1;-;1;-;-;-;-;11
"430260 Braga";1;-;-;-;-;-;1;-;-;-;2
"430265 Brochier";-;1;1;1;-;-;2;2;2;2;11
"430270 Butiá";4;5;2;4;8;9;1;-;3;3;39
"430280 Caçapava do Sul";8;7;4;5;6;7;3;12;11;6;69
"430290 Cacequi";-;2;2;1;3;3;2;-;2;-;15
"430300 Cachoeira do Sul";22;19;13;31;26;21;24;22;19;24;221
"430310 Cachoeirinha";3;6;7;10;6;4;7;5;3;5;56
"430320 Cacique Doble";1;3;3;1;2;-;5;-;3;1;19
"430330 Caibaté";1;1;-;-;1;1;1;7;1;1;14
"430340 Caiçara";2;-;-;-;-;2;1;1;-;2;8
"430350 Camaquã";12;12;13;11;17;12;11;14;6;8;116
"430355 Camargo";3;1;-;-;1;-;-;1;1;-;7
"430360 Cambará do Sul";3;5;2;1;1;-;1;2;-;4;19
"430367 Campestre da Serra";-;3;2;1;2;1;3;-;3;1;16
"430370 Campina das Missões";2;-;1;1;-;1;-;2;-;-;7
"430380 Campinas do Sul";2;-;1;-;1;-;-;-;-;-;4
"430390 Campo Bom";6;5;7;10;7;4;2;3;7;5;56
"430400 Campo Novo";2;-;-;2;1;2;-;1;-;4;12
"430410 Campos Borges";-;-;-;1;-;1;1;1;-;-;4
"430420 Candelária";13;15;10;11;12;8;9;6;11;14;109
"430430 Cândido Godói";-;5;2;-;-;1;3;4;-;-;15
"430435 Candiota";2;2;2;3;2;-;2;3;5;-;21
"430440 Canela";4;2;3;3;6;4;3;2;3;5;35
"430450 Canguçu";21;6;7;11;3;8;18;4;11;10;99
"430460 Canoas";51;36;59;52;59;69;64;78;60;75;603
"430461 Canudos do Vale";-;3;-;-;-;-;-;1;-;-;4
"430462 Capão Bonito do Sul";1;-;1;-;-;-;-;-;2;1;5
"430463 Capão da Canoa";11;10;14;14;17;5;18;11;9;7;116
"430465 Capão do Cipó";2;2;-;-;-;-;-;-;-;-;4
"430466 Capão do Leão";4;5;5;6;2;4;3;7;2;5;43
"430468 Capela de Santana";-;1;-;1;-;2;2;4;3;1;14
"430469 Capitão";-;-;-;-;1;-;-;-;-;-;1
"430467 Capivari do Sul";4;3;3;3;3;1;3;2;1;1;24
"430471 Caraá";-;-;-;-;-;-;-;1;-;-;1
"430470 Carazinho";16;14;26;15;14;14;19;16;14;10;158
"430480 Carlos Barbosa";10;5;5;4;6;5;10;7;2;5;59
"430485 Carlos Gomes";-;-;-;-;-;-;-;1;-;-;1
"430490 Casca";5;10;5;5;5;2;3;5;7;1;48
"430495 Caseiros";2;1;4;2;4;2;4;1;2;-;22
"430500 Catuípe";1;2;4;1;2;1;1;4;4;1;21
"430510 Caxias do Sul";86;96;70;75;65;70;50;76;52;80;720
"430511 Centenário";1;-;1;-;-;-;-;-;-;-;2
"430512 Cerrito";1;-;1;2;1;-;-;1;3;1;10
"430513 Cerro Branco";-;2;-;-;2;-;-;-;2;1;7
"430515 Cerro Grande";-;-;-;-;1;1;-;-;2;-;4
"430517 Cerro Grande do Sul";-;3;-;1;5;2;-;2;1;2;16
"430520 Cerro Largo";8;-;2;1;3;-;-;3;-;2;19
"430530 Chapada";1;-;2;2;1;-;-;-;2;2;10
"430535 Charqueadas";4;4;2;4;6;4;2;6;2;1;35
"430537 Charrua";1;-;-;1;-;-;-;-;-;-;2
"430540 Chiapetta";1;1;1;-;2;-;-;-;-;-;5
"430543 Chuí";-;-;2;2;-;-;-;-;-;1;5
"430544 Chuvisca";1;1;-;1;1;1;1;-;1;3;10
"430545 Cidreira";-;4;1;6;-;1;2;2;2;4;22
"430550 Ciríaco";3;1;1;2;1;3;2;-;-;1;14
"430560 Colorado";-;-;1;-;-;2;1;1;-;2;7
"430570 Condor";-;-;1;-;1;-;2;1;1;-;6
"430580 Constantina";1;2;1;4;3;4;1;2;1;1;20
"430583 Coqueiro Baixo";-;-;-;-;-;-;1;-;-;-;1
"430585 Coqueiros do Sul";-;-;-;1;-;1;-;1;-;-;3
"430587 Coronel Barros";-;-;4;2;-;1;1;1;-;2;11
"430590 Coronel Bicaco";3;2;3;1;1;6;4;-;2;4;26
"430593 Coronel Pilar";-;1;-;-;-;1;-;1;-;-;3
"430595 Cotiporã";-;1;3;-;-;1;-;-;-;-;5
"430597 Coxilha";4;3;5;1;2;3;1;1;1;-;21
"430600 Crissiumal";2;1;1;2;1;1;-;1;-;1;10
"430605 Cristal";8;-;-;2;4;1;3;-;4;3;25
"430607 Cristal do Sul";-;-;-;-;-;1;-;1;1;-;3
"430610 Cruz Alta";24;14;19;28;22;20;19;13;13;16;188
"430620 Cruzeiro do Sul";1;1;2;-;1;1;2;-;2;3;13
"430630 David Canabarro";1;-;-;1;-;-;-;-;2;-;4
"430632 Derrubadas";-;2;-;1;-;-;-;1;-;1;5
"430635 Dezesseis de Novembro";-;-;1;1;-;-;1;-;1;-;4
"430637 Dilermando de Aguiar";2;-;1;1;-;2;-;2;-;-;8
"430640 Dois Irmãos";8;4;4;2;6;3;3;2;2;6;40
"430645 Dois Lajeados";2;-;-;2;-;1;1;3;2;-;11
"430650 Dom Feliciano";-;-;2;-;2;1;-;-;5;2;12
"430660 Dom Pedrito";4;6;5;3;9;6;3;3;2;5;46
"430655 Dom Pedro de Alcântara";-;-;4;1;-;1;-;1;1;-;8
"430670 Dona Francisca";-;-;1;-;1;1;-;-;-;-;3
"430673 Doutor Maurício Cardoso";-;-;1;-;1;-;-;-;2;2;6
"430675 Doutor Ricardo";-;-;-;-;-;-;-;-;1;1;2
"430676 Eldorado do Sul";3;8;5;10;9;11;10;14;16;8;94
"430680 Encantado";9;6;4;4;3;5;2;4;5;4;46
"430690 Encruzilhada do Sul";9;5;5;5;1;12;6;5;7;6;61
"430695 Entre Rios do Sul";-;-;1;-;-;-;-;1;-;-;2
"430693 Entre-Ijuís";3;6;6;4;4;2;4;3;2;2;36
"430697 Erebango";1;-;3;2;-;1;1;-;-;-;8
"430700 Erechim";27;35;18;25;32;17;26;27;15;14;236
"430705 Ernestina";1;2;3;1;-;-;2;4;3;4;20
"430720 Erval Grande";1;1;1;2;2;1;2;3;1;4;18
"430730 Erval Seco";3;-;-;-;-;-;-;-;-;1;4
"430740 Esmeralda";-;-;-;1;-;1;-;-;-;1;3
"430745 Esperança do Sul";-;-;1;-;1;-;-;1;-;-;3
"430750 Espumoso";-;-;1;-;1;-;5;5;1;1;14
"430755 Estação";6;2;-;-;2;3;-;-;1;2;16
"430760 Estância Velha";6;5;2;5;-;2;1;2;1;2;26
"430770 Esteio";19;9;8;12;11;3;8;5;5;4;84
"430780 Estrela";12;11;7;16;14;8;8;8;8;8;100
"430781 Estrela Velha";-;-;1;-;-;-;-;-;6;-;7
"430783 Eugênio de Castro";-;1;-;-;1;-;-;-;1;-;3
"430786 Fagundes Varela";-;-;1;-;-;1;-;1;-;-;3
"430790 Farroupilha";23;26;29;16;15;14;10;14;12;17;176
"430800 Faxinal do Soturno";1;4;3;1;-;2;2;1;2;-;16
"430805 Faxinalzinho";-;-;1;-;1;-;-;-;-;-;2
"430807 Fazenda Vilanova";2;3;1;6;-;1;2;-;2;2;19
"430810 Feliz";6;3;8;-;2;2;1;1;2;-;25
"430820 Flores da Cunha";3;9;3;6;6;5;6;5;4;5;52
"430825 Floriano Peixoto";-;-;-;-;1;-;-;-;-;1;2
"430830 Fontoura Xavier";-;4;6;-;3;3;4;2;1;2;25
"430840 Formigueiro";-;2;1;1;4;-;1;-;3;4;16
"430843 Forquetinha";1;1;-;-;-;-;-;-;-;1;3
"430845 Fortaleza dos Valos";-;-;-;-;-;-;-;-;1;-;1
"430850 Frederico Westphalen";8;6;11;12;8;8;9;10;6;4;82
"430860 Garibaldi";10;7;13;10;11;1;6;9;8;7;82
"430865 Garruchos";-;-;2;-;-;-;-;1;-;3;6
"430870 Gaurama";2;1;1;-;-;-;1;-;1;-;6
"430880 General Câmara";2;-;2;-;1;1;1;1;-;2;10
"430885 Gentil";-;-;-;2;-;-;-;-;1;-;3
"430890 Getúlio Vargas";4;5;6;2;2;5;-;4;4;-;32
"430900 Giruá";2;2;5;2;8;3;8;3;2;3;38
"430905 Glorinha";5;3;-;3;2;10;1;2;1;2;29
"430910 Gramado";6;7;10;7;5;4;5;8;6;3;61
"430912 Gramado dos Loureiros";-;3;2;1;-;-;2;-;1;-;9
"430915 Gramado Xavier";1;3;1;2;3;2;1;1;2;-;16
"430920 Gravataí";21;28;20;36;19;21;21;46;44;50;306
"430925 Guabiju";-;2;-;-;-;-;1;1;-;-;4
"430930 Guaíba";15;11;12;11;13;9;16;13;14;9;123
"430940 Guaporé";6;1;6;8;10;4;4;2;4;4;49
"430950 Guarani das Missões";2;3;1;3;1;1;1;4;2;-;18
"430955 Harmonia";-;1;-;1;-;1;-;-;1;1;5
"430710 Herval";-;-;-;-;-;-;-;1;1;-;2
"430957 Herveiras";-;2;-;3;-;-;-;-;1;-;6
"430960 Horizontina";5;-;7;-;3;1;1;2;2;2;23
"430965 Hulha Negra";1;-;-;3;2;-;2;1;2;1;12
"430970 Humaitá";1;-;-;-;1;1;-;-;-;-;3
"430975 Ibarama";-;-;-;-;1;-;-;1;-;-;2
"430980 Ibiaçá";1;-;3;1;-;1;2;-;1;-;9
"430990 Ibiraiaras";-;2;3;5;1;1;-;1;2;-;15
"430995 Ibirapuitã";-;-;-;-;-;1;-;-;-;-;1
"431000 Ibirubá";3;2;8;8;8;4;1;1;10;2;47
"431010 Igrejinha";12;7;8;8;5;3;4;1;4;10;62
"431020 Ijuí";30;28;21;17;16;15;17;18;19;14;195
"431030 Ilópolis";-;1;1;-;2;-;-;1;1;2;8
"431033 Imbé";3;-;4;3;4;2;1;1;-;1;19
"431036 Imigrante";-;-;2;-;-;-;-;-;-;1;3
"431040 Independência";-;3;2;1;-;-;3;3;1;-;13
"431043 Ipê";1;2;2;2;8;2;3;2;6;4;32
"431046 Ipiranga do Sul";1;-;-;-;-;-;-;-;-;-;1
"431050 Iraí";-;2;7;1;1;1;1;2;2;2;19
"431053 Itaara";2;3;-;1;-;-;1;-;1;-;8
"431055 Itacurubi";-;-;-;1;-;-;1;-;-;-;2
"431057 Itapuca";-;-;1;-;-;-;1;-;-;1;3
"431060 Itaqui";4;4;3;8;7;3;4;3;2;3;41
"431065 Itati";-;2;2;1;1;1;3;2;1;1;14
"431070 Itatiba do Sul";1;-;-;1;-;-;1;-;-;-;3
"431075 Ivorá";-;-;-;-;1;-;-;-;-;-;1
"431080 Ivoti";3;6;3;5;-;2;3;3;2;1;28
"431085 Jaboticaba";1;-;-;-;1;-;2;1;-;-;5
"431090 Jacutinga";1;-;-;1;-;3;-;1;1;1;8
"431100 Jaguarão";3;2;2;2;-;5;3;5;2;2;26
"431110 Jaguari";2;3;2;1;-;3;-;1;1;-;13
"431112 Jaquirana";-;-;1;-;1;1;-;1;-;-;4
"431115 Jóia";2;-;-;1;2;1;-;1;-;4;11
"431120 Júlio de Castilhos";10;1;6;6;12;5;1;3;6;3;53
"431127 Lagoa dos Três Cantos";-;1;-;1;-;-;1;4;1;-;8
"431130 Lagoa Vermelha";9;2;8;6;8;4;8;5;5;5;60
"431125 Lagoão";-;-;-;-;-;-;-;1;-;-;1
"431140 Lajeado";20;23;27;34;21;28;25;29;19;12;238
"431142 Lajeado do Bugre";-;-;1;1;-;2;2;-;-;-;6
"431150 Lavras do Sul";6;-;1;1;1;1;-;-;1;-;11
"431160 Liberato Salzano";-;-;-;-;-;-;-;1;-;-;1
"431162 Lindolfo Collor";-;-;1;-;1;-;-;-;1;-;3
"431164 Linha Nova";-;1;1;-;-;-;-;-;-;-;2
"431170 Machadinho";-;2;1;1;-;-;2;-;-;2;8
"431173 Mampituba";-;-;-;-;-;-;-;-;-;1;1
"431175 Manoel Viana";-;1;2;-;2;3;-;1;-;1;10
"431177 Maquiné";2;7;5;3;1;1;4;5;1;3;32
"431179 Maratá";1;-;-;-;-;-;-;-;-;2;3
"431180 Marau";10;8;5;4;6;12;2;2;4;7;60
"431190 Marcelino Ramos";1;-;1;1;-;1;1;-;-;-;5
"431198 Mariana Pimentel";1;-;-;-;1;-;-;-;1;-;3
"431200 Mariano Moro";-;1;-;-;-;-;-;-;-;-;1
"431205 Marques de Souza";2;3;1;4;9;5;-;3;7;7;41
"431210 Mata";1;1;3;1;-;1;-;-;1;-;8
"431213 Mato Castelhano";1;-;2;-;2;-;-;1;2;-;8
"431215 Mato Leitão";1;2;1;1;1;-;-;-;-;1;7
"431217 Mato Queimado";1;-;-;1;-;-;1;-;-;-;3
"431220 Maximiliano de Almeida";-;-;1;-;1;1;-;-;1;-;4
"431225 Minas do Leão";1;1;1;-;3;1;-;2;-;1;10
"431230 Miraguaí";1;5;3;-;1;-;1;2;5;1;19
"431235 Montauri";1;-;-;-;-;-;1;-;-;-;2
"431237 Monte Alegre dos Campos";-;1;-;-;-;2;-;-;1;-;4
"431238 Monte Belo do Sul";-;-;-;-;-;1;-;1;-;-;2
"431240 Montenegro";10;13;22;11;19;24;22;21;24;17;183
"431242 Mormaço";-;-;2;-;-;2;2;-;-;1;7
"431244 Morrinhos do Sul";1;-;1;-;-;-;-;-;-;-;2
"431245 Morro Redondo";2;-;1;1;-;-;-;-;2;1;7
"431247 Morro Reuter";1;2;1;2;2;1;1;-;1;1;12
"431250 Mostardas";5;4;5;2;3;2;5;4;-;-;30
"431260 Muçum";4;-;-;2;3;1;4;1;1;1;17
"431261 Muitos Capões";-;2;1;1;2;-;1;-;1;1;9
"431262 Muliterno";-;-;1;-;-;-;-;-;-;-;1
"431265 Não-Me-Toque";5;5;5;5;2;3;2;2;2;2;33
"431267 Nicolau Vergueiro";-;-;1;-;-;-;-;-;1;-;2
"431270 Nonoai";-;2;3;6;3;1;1;7;5;-;28
"431275 Nova Alvorada";2;-;-;-;-;-;1;1;-;-;4
"431280 Nova Araçá";1;-;1;1;-;2;5;-;4;1;15
"431290 Nova Bassano";7;6;4;3;1;2;4;2;-;-;29
"431295 Nova Boa Vista";-;-;-;-;-;1;-;-;-;-;1
"431300 Nova Bréscia";1;-;-;-;-;1;1;-;-;-;3
"431301 Nova Candelária";1;-;1;1;-;1;-;1;-;-;5
"431303 Nova Esperança do Sul";-;-;-;-;-;1;-;-;-;1;2
"431306 Nova Hartz";4;-;1;-;3;-;-;1;-;5;14
"431308 Nova Pádua";-;-;-;-;-;-;-;-;-;1;1
"431310 Nova Palma";-;1;1;1;1;-;-;1;-;-;5
"431320 Nova Petrópolis";4;2;6;1;2;3;2;4;4;1;29
"431330 Nova Prata";7;5;4;2;5;9;3;2;4;7;48
"431333 Nova Ramada";-;-;1;-;2;-;-;-;-;-;3
"431337 Nova Santa Rita";5;3;-;2;2;2;4;4;3;6;31
"431349 Novo Barreiro";-;1;2;-;1;-;8;3;1;1;17
"431339 Novo Cabrais";-;-;-;1;-;-;-;2;1;-;4
"431340 Novo Hamburgo";59;45;32;43;37;31;33;21;27;18;346
"431342 Novo Machado";-;2;3;1;1;-;-;2;-;1;10
